Frequency (Hz)	Level (dB)
18925.666809	-105.884941
18926.339722	-105.924110
18927.012634	-106.745804
18927.685547	-107.414169
18928.358459	-107.879280
18929.031372	-107.887657
18929.704285	-106.717567
18930.377197	-106.074348
18931.050110	-106.205650
18931.723022	-106.682938
18932.395935	-106.746040
18933.068848	-106.969635
18933.741760	-106.972496
18934.414673	-105.973061
18935.087585	-106.341019
18935.760498	-107.994240
18936.433411	-108.532516
18937.106323	-107.407753
18937.779236	-107.050537
18938.452148	-108.211494
18939.125061	-107.760590
18939.797974	-107.747444
18940.470886	-107.671844
18941.143799	-108.133186
18941.816711	-108.012466
18942.489624	-108.134613
18943.162537	-108.256042
18943.835449	-108.252098
18944.508362	-107.531921
18945.181274	-106.349419
18945.854187	-105.176285
18946.527100	-105.101181
18947.200012	-106.201523
18947.872925	-107.669937
18948.545837	-107.038475
18949.218750	-105.855759
18949.891663	-105.936829
18950.564575	-106.553711
18951.237488	-106.253830
18951.910400	-106.815567
18952.583313	-107.718964
18953.256226	-108.015549
18953.929138	-107.734680
18954.602051	-107.612511
18955.274963	-108.252090
18955.947876	-108.263954
18956.620789	-107.296593
18957.293701	-106.331924
18957.966614	-105.835472
18958.639526	-106.671860
18959.312439	-107.688866
18959.985352	-106.607422
18960.658264	-106.431862
18961.331177	-105.991737
18962.004089	-106.681938
18962.677002	-108.328407
18963.349915	-107.503380
18964.022827	-106.948357
18964.695740	-106.657799
18965.368652	-106.587128
18966.041565	-107.026230
18966.714478	-106.631439
18967.387390	-105.568359
18968.060303	-105.997658
18968.733215	-106.815529
18969.406128	-106.468666
18970.079041	-106.425697
18970.751953	-106.815735
18971.424866	-107.689690
18972.097778	-106.909363
18972.770691	-106.437149
18973.443604	-106.472649
18974.116516	-105.890854
18974.789429	-106.201653
18975.462341	-106.871422
18976.135254	-105.923515
18976.808167	-105.550041
18977.481079	-106.148201
18978.153992	-106.067665
18978.826904	-105.022133
18979.499817	-105.169617
18980.172729	-106.899071
18980.845642	-107.333847
18981.518555	-106.899734
18982.191467	-105.822937
18982.864380	-105.437538
18983.537292	-105.442833
18984.210205	-105.201637
18984.883118	-106.716370
18985.556030	-107.372200
18986.228943	-106.436340
18986.901855	-106.258293
18987.574768	-105.892021
18988.247681	-106.414810
18988.920593	-106.623154
18989.593506	-107.615730
18990.266418	-107.649139
18990.939331	-106.687691
18991.612244	-106.866844
18992.285156	-106.548195
18992.958069	-105.346100
18993.630981	-105.008255
18994.303894	-105.416588
18994.976807	-105.788857
18995.649719	-106.110909
18996.322632	-106.519188
18996.995544	-106.585396
18997.668457	-106.442368
18998.341370	-105.472557
18999.014282	-104.514343
18999.687195	-104.483299
19000.360107	-105.254494
19001.033020	-105.259422
19001.705933	-104.586662
19002.378845	-104.443275
19003.051758	-105.065369
19003.724670	-105.837639
19004.397583	-106.466469
19005.070496	-106.946609
19005.743408	-106.288345
19006.416321	-106.713837
19007.089233	-107.671883
19007.762146	-107.838425
19008.435059	-107.670113
19009.107971	-107.800995
19009.780884	-107.891228
19010.453796	-107.350731
19011.126709	-106.170349
19011.799622	-106.024261
19012.472534	-106.269150
19013.145447	-106.760300
19013.818359	-107.317970
19014.491272	-107.088409
19015.164185	-105.992920
19015.837097	-105.922607
19016.510010	-105.793671
19017.182922	-105.321259
19017.855835	-106.084702
19018.528748	-107.169701
19019.201660	-107.454102
19019.874573	-106.950699
19020.547485	-107.624550
19021.220398	-106.654144
19021.893311	-105.977570
19022.566223	-105.799210
19023.239136	-105.643051
19023.912048	-106.806084
19024.584961	-107.336021
19025.257874	-106.401093
19025.930786	-105.845268
19026.603699	-106.256226
19027.276611	-106.403748
19027.949524	-106.062981
19028.622437	-105.780357
19029.295349	-105.290909
19029.968262	-106.259430
19030.641174	-107.041916
19031.314087	-106.486862
19031.987000	-105.978317
19032.659912	-106.681870
19033.332825	-107.538940
19034.005737	-107.567352
19034.678650	-107.482140
19035.351562	-107.481339
19036.024475	-106.695084
19036.697388	-107.180115
19037.370300	-108.842873
19038.043213	-107.005768
19038.716125	-106.472092
19039.389038	-107.567337
19040.061951	-107.874474
19040.734863	-107.411545
19041.407776	-106.145485
19042.080688	-106.165405
19042.753601	-106.971748
19043.426514	-107.836418
19044.099426	-106.113518
19044.772339	-105.192062
19045.445251	-104.881081
19046.118164	-105.693840
19046.791077	-106.512451
19047.463989	-107.756088
19048.136902	-108.037422
19048.809814	-107.587479
19049.482727	-106.421059
19050.155640	-106.747391
19050.828552	-107.189445
19051.501465	-107.077477
19052.174377	-107.341339
19052.847290	-106.747078
19053.520203	-106.757385
19054.193115	-106.748787
19054.866028	-107.218018
19055.538940	-107.206657
19056.211853	-107.131660
19056.884766	-107.313400
19057.557678	-106.485649
19058.230591	-106.392349
19058.903503	-107.043236
19059.576416	-107.451874
19060.249329	-107.402496
19060.922241	-107.960907
19061.595154	-108.756721
19062.268066	-108.720680
19062.940979	-108.004440
19063.613892	-107.547775
19064.286804	-105.952911
19064.959717	-104.965744
19065.632629	-104.523361
19066.305542	-105.237572
19066.978455	-105.823601
19067.651367	-105.786514
19068.324280	-106.524582
19068.997192	-106.921906
19069.670105	-106.761940
19070.343018	-106.534210
19071.015930	-107.023613
19071.688843	-106.918098
19072.361755	-106.119583
19073.034668	-106.152092
19073.707581	-105.853615
19074.380493	-106.142319
19075.053406	-107.204430
19075.726318	-106.354309
19076.399231	-105.515877
19077.072144	-106.147942
19077.745056	-107.268753
19078.417969	-107.773026
19079.090881	-107.146355
19079.763794	-106.611427
19080.436707	-106.554390
19081.109619	-106.992447
19081.782532	-107.475945
19082.455444	-107.610283
19083.128357	-107.182983
19083.801270	-106.298973
19084.474182	-106.163300
19085.147095	-106.756157
19085.820007	-107.683365
19086.492920	-108.260529
19087.165833	-108.112144
19087.838745	-107.861984
19088.511658	-107.386215
19089.184570	-107.538147
19089.857483	-107.531487
19090.530396	-107.833839
19091.203308	-107.789703
19091.876221	-106.923340
19092.549133	-106.770302
19093.222046	-106.495369
19093.894958	-106.595909
19094.567871	-107.061401
19095.240784	-106.977585
19095.913696	-106.290100
19096.586609	-105.300102
19097.259521	-106.332085
19097.932434	-107.556648
19098.605347	-106.397812
19099.278259	-106.093964
19099.951172	-105.489761
19100.624084	-104.793175
19101.296997	-104.909203
19101.969910	-104.963608
19102.642822	-105.299973
19103.315735	-105.724037
19103.988647	-106.273941
19104.661560	-106.127342
19105.334473	-105.910782
19106.007385	-105.891197
19106.680298	-105.737625
19107.353210	-105.717583
19108.026123	-106.023659
19108.699036	-106.247581
19109.371948	-106.449905
19110.044861	-106.340775
19110.717773	-107.141083
19111.390686	-108.094193
19112.063599	-106.815620
19112.736511	-107.525284
19113.409424	-107.227455
19114.082336	-106.538094
19114.755249	-105.941811
19115.428162	-105.614372
19116.101074	-105.764847
19116.773987	-106.691788
19117.446899	-106.720406
19118.119812	-106.275032
19118.792725	-106.938469
19119.465637	-107.649597
19120.138550	-108.259750
19120.811462	-108.470802
19121.484375	-108.672783
19122.157288	-107.577812
19122.830200	-106.933464
19123.503113	-105.495117
19124.176025	-105.389481
19124.848938	-105.860397
19125.521851	-106.140068
19126.194763	-107.161980
19126.867676	-107.514427
19127.540588	-107.358650
19128.213501	-106.772316
19128.886414	-106.115784
19129.559326	-106.078987
19130.232239	-105.825150
19130.905151	-105.112175
19131.578064	-105.228523
19132.250977	-105.598045
19132.923889	-106.202759
19133.596802	-106.271088
19134.269714	-106.859131
19134.942627	-107.252151
19135.615540	-106.796776
19136.288452	-106.696167
19136.961365	-106.438118
19137.634277	-107.040306
19138.307190	-107.561890
19138.980103	-107.481712
19139.653015	-107.442780
19140.325928	-107.693535
19140.998840	-107.964233
19141.671753	-107.680969
19142.344666	-107.399200
19143.017578	-107.603622
19143.690491	-107.607079
19144.363403	-107.525612
19145.036316	-108.421669
19145.709229	-108.347565
19146.382141	-109.865219
19147.055054	-109.752945
19147.727966	-109.356834
19148.400879	-108.401054
19149.073792	-106.727646
19149.746704	-106.158058
19150.419617	-106.776291
19151.092529	-108.220337
19151.765442	-106.545357
19152.438354	-105.749443
19153.111267	-106.636200
19153.784180	-107.537926
19154.457092	-107.870483
19155.130005	-107.903267
19155.802917	-107.388802
19156.475830	-106.116005
19157.148743	-106.235764
19157.821655	-106.359482
19158.494568	-107.357491
19159.167480	-107.575722
19159.840393	-107.213844
19160.513306	-106.935287
19161.186218	-106.713043
19161.859131	-106.366013
19162.532043	-106.016197
19163.204956	-106.274307
19163.877869	-106.384392
19164.550781	-105.548607
19165.223694	-105.721733
19165.896606	-106.686859
19166.569519	-106.461487
19167.242432	-106.625725
19167.915344	-107.217857
19168.588257	-106.539001
19169.261169	-106.279846
19169.934082	-106.736931
19170.606995	-106.069603
19171.279907	-105.601364
19171.952820	-105.117157
19172.625732	-105.568169
19173.298645	-106.191696
19173.971558	-106.296715
19174.644470	-106.980827
19175.317383	-107.752754
19175.990295	-107.782242
19176.663208	-107.158218
19177.336121	-106.805641
19178.009033	-106.161446
19178.681946	-106.918732
19179.354858	-107.719452
19180.027771	-107.274216
19180.700684	-105.676407
19181.373596	-105.821991
19182.046509	-106.238220
19182.719421	-106.304031
19183.392334	-106.430870
19184.065247	-106.881050
19184.738159	-107.031319
19185.411072	-108.590477
19186.083984	-108.092773
19186.756897	-106.827759
19187.429810	-106.878181
19188.102722	-105.763771
19188.775635	-105.223038
19189.448547	-106.433929
19190.121460	-107.964905
19190.794373	-107.939987
19191.467285	-107.113319
19192.140198	-105.929329
19192.813110	-105.712029
19193.486023	-106.068672
19194.158936	-105.949509
19194.831848	-106.421768
19195.504761	-105.612343
19196.177673	-105.691238
19196.850586	-107.310486
19197.523499	-107.535614
19198.196411	-107.524345
19198.869324	-107.233849
19199.542236	-106.910782
19200.215149	-106.590240
19200.888062	-105.142242
19201.560974	-105.584259
19202.233887	-106.702110
19202.906799	-106.675072
19203.579712	-106.269432
19204.252625	-106.523140
19204.925537	-107.707664
19205.598450	-107.942368
19206.271362	-107.355820
19206.944275	-106.701881
19207.617188	-106.454201
19208.290100	-106.760658
19208.963013	-107.276199
19209.635925	-107.112442
19210.308838	-106.506134
19210.981750	-106.897392
19211.654663	-106.659157
19212.327576	-106.519394
19213.000488	-105.933136
19213.673401	-105.703506
19214.346313	-106.379112
19215.019226	-105.664864
19215.692139	-105.395218
19216.365051	-105.721733
19217.037964	-106.720169
19217.710876	-106.814583
19218.383789	-106.470070
19219.056702	-106.642670
19219.729614	-106.156853
19220.402527	-105.601105
19221.075439	-105.471931
19221.748352	-105.708450
19222.421265	-105.801727
19223.094177	-105.776344
19223.767090	-106.637383
19224.440002	-107.898460
19225.112915	-107.601845
19225.785828	-107.290428
19226.458740	-107.146515
19227.131653	-107.319199
19227.804565	-108.482422
19228.477478	-108.820839
19229.150391	-108.298843
19229.823303	-108.097267
19230.496216	-107.666603
19231.169128	-107.337112
19231.842041	-105.953438
19232.514954	-106.456436
19233.187866	-107.552315
19233.860779	-107.963776
19234.533691	-108.748260
19235.206604	-107.650803
19235.879517	-106.453941
19236.552429	-106.671631
19237.225342	-106.755898
19237.898254	-107.218521
19238.571167	-107.028931
19239.244080	-106.856628
19239.916992	-107.374313
19240.589905	-107.521423
19241.262817	-106.993324
19241.935730	-107.093262
19242.608643	-106.420250
19243.281555	-105.708893
19243.954468	-104.885727
19244.627380	-104.562294
19245.300293	-104.762711
19245.973206	-104.272766
19246.646118	-105.146004
19247.319031	-105.943520
19247.991943	-106.233597
19248.664856	-106.126083
19249.337769	-106.486778
19250.010681	-107.184227
19250.683594	-108.689331
19251.356506	-108.447090
19252.029419	-107.553001
19252.702332	-107.930466
19253.375244	-108.112404
19254.048157	-107.027214
19254.721069	-106.747154
19255.393982	-107.452675
19256.066895	-108.441772
19256.739807	-107.914795
19257.412720	-107.048256
19258.085632	-106.796013
19258.758545	-105.942520
19259.431458	-105.451424
19260.104370	-105.596863
19260.777283	-105.941025
19261.450195	-105.903702
19262.123108	-105.856712
19262.796021	-106.483238
19263.468933	-106.338120
19264.141846	-106.881889
19264.814758	-107.096046
19265.487671	-107.132477
19266.160583	-107.283760
19266.833496	-107.666451
19267.506409	-106.739357
19268.179321	-105.772186
19268.852234	-105.543304
19269.525146	-106.141495
19270.198059	-106.685677
19270.870972	-107.584297
19271.543884	-107.946106
19272.216797	-107.600807
19272.889709	-107.131973
19273.562622	-106.974571
19274.235535	-106.468185
19274.908447	-107.465294
19275.581360	-106.911713
19276.254272	-107.878044
19276.927185	-109.836182
19277.600098	-109.135132
19278.273010	-108.103325
19278.945923	-107.495247
19279.618835	-108.102768
19280.291748	-108.486092
19280.964661	-107.619926
19281.637573	-107.382477
19282.310486	-107.296089
19282.983398	-107.400871
19283.656311	-107.562927
19284.329224	-107.840149
19285.002136	-107.662888
19285.675049	-107.934372
19286.347961	-107.689949
19287.020874	-107.653992
19287.693787	-107.914276
19288.366699	-107.131920
19289.039612	-107.955002
19289.712524	-108.658714
19290.385437	-107.745682
19291.058350	-107.227554
19291.731262	-107.480873
19292.404175	-107.180443
19293.077087	-107.687767
19293.750000	-108.028328
19294.422913	-106.952728
19295.095825	-107.421394
19295.768738	-108.236153
19296.441650	-108.184219
19297.114563	-107.275108
19297.787476	-106.930328
19298.460388	-107.724365
19299.133301	-108.109406
19299.806213	-108.664528
19300.479126	-108.926575
19301.152039	-108.465469
19301.824951	-107.491554
19302.497864	-106.898376
19303.170776	-106.567665
19303.843689	-106.411057
19304.516602	-107.323486
19305.189514	-107.511757
19305.862427	-107.285324
19306.535339	-106.657562
19307.208252	-105.659264
19307.881165	-106.094177
19308.554077	-105.815430
19309.226990	-105.951294
19309.899902	-106.763947
19310.572815	-106.985443
19311.245728	-106.609070
19311.918640	-105.824715
19312.591553	-105.705086
19313.264465	-106.475800
19313.937378	-106.520599
19314.610291	-106.851006
19315.283203	-106.950882
19315.956116	-107.112785
19316.629028	-106.537895
19317.301941	-107.611084
19317.974854	-107.765907
19318.647766	-106.815453
19319.320679	-106.515724
19319.993591	-106.664261
19320.666504	-106.244049
19321.339417	-106.981476
19322.012329	-107.237801
19322.685242	-106.413300
19323.358154	-105.370094
19324.031067	-106.192802
19324.703979	-107.848701
19325.376892	-105.648338
19326.049805	-104.988884
19326.722717	-106.641212
19327.395630	-107.801170
19328.068542	-107.110313
19328.741455	-107.115273
19329.414368	-107.001694
19330.087280	-107.389038
19330.760193	-107.068451
19331.433105	-106.526886
19332.106018	-105.866364
19332.778931	-105.903481
19333.451843	-106.338547
19334.124756	-106.690781
19334.797668	-107.458374
19335.470581	-107.755539
19336.143494	-106.474190
19336.816406	-107.001778
19337.489319	-108.321854
19338.162231	-107.247002
19338.835144	-106.040710
19339.508057	-106.415733
19340.180969	-106.707664
19340.853882	-106.424477
19341.526794	-106.967712
19342.199707	-109.165176
19342.872620	-107.623093
19343.545532	-107.189743
19344.218445	-107.252144
19344.891357	-107.387291
19345.564270	-107.414001
19346.237183	-106.831078
19346.910095	-107.444321
19347.583008	-106.898300
19348.255920	-106.105194
19348.928833	-106.632263
19349.601746	-107.958733
19350.274658	-108.444984
19350.947571	-107.612862
19351.620483	-106.964478
19352.293396	-106.477272
19352.966309	-106.775261
19353.639221	-107.869331
19354.312134	-107.878624
19354.985046	-107.624382
19355.657959	-107.109833
19356.330872	-106.592224
19357.003784	-105.363922
19357.676697	-104.720268
19358.349609	-104.666649
19359.022522	-105.673149
19359.695435	-106.054520
19360.368347	-105.959671
19361.041260	-106.052567
19361.714172	-106.126686
19362.387085	-106.480911
19363.059998	-106.614243
19363.732910	-106.908768
19364.405823	-107.458664
19365.078735	-108.712418
19365.751648	-108.615112
19366.424561	-108.387421
19367.097473	-108.032837
19367.770386	-108.062485
19368.443298	-108.321587
19369.116211	-107.407188
19369.789124	-106.646248
19370.462036	-106.572357
19371.134949	-107.349525
19371.807861	-107.238480
19372.480774	-107.654251
19373.153687	-108.129875
19373.826599	-108.188995
19374.499512	-107.686401
19375.172424	-108.812897
19375.845337	-109.244286
19376.518250	-109.066376
19377.191162	-107.310242
19377.864075	-106.362122
19378.536987	-107.233818
19379.209900	-107.732941
19379.882812	-107.380112
19380.555725	-107.857933
19381.228638	-107.842369
19381.901550	-107.031868
19382.574463	-106.470566
19383.247375	-106.599861
19383.920288	-107.164818
19384.593201	-106.563416
19385.266113	-105.119202
19385.939026	-105.438065
19386.611938	-106.350830
19387.284851	-106.818611
19387.957764	-107.463058
19388.630676	-107.069435
19389.303589	-106.931885
19389.976501	-106.677460
19390.649414	-106.830605
19391.322327	-107.305801
19391.995239	-107.850922
19392.668152	-107.996422
19393.341064	-108.062599
19394.013977	-107.592239
19394.686890	-107.790924
19395.359802	-107.919197
19396.032715	-107.649109
19396.705627	-106.254089
19397.378540	-106.436722
19398.051453	-106.813828
19398.724365	-106.143814
19399.397278	-106.272667
19400.070190	-106.667557
19400.743103	-107.189125
19401.416016	-105.622795
19402.088928	-104.270470
19402.761841	-104.343277
19403.434753	-105.930412
19404.107666	-107.123505
19404.780579	-106.821434
19405.453491	-105.918175
19406.126404	-106.221741
19406.799316	-107.282051
19407.472229	-107.653114
19408.145142	-106.394226
19408.818054	-105.363449
19409.490967	-106.303947
19410.163879	-108.057381
19410.836792	-107.386444
19411.509705	-107.147621
19412.182617	-106.864265
19412.855530	-107.043335
19413.528442	-107.402481
19414.201355	-107.230301
19414.874268	-106.913246
19415.547180	-105.987511
19416.220093	-106.547539
19416.893005	-107.405876
19417.565918	-106.878120
19418.238831	-107.376915
19418.911743	-106.834312
19419.584656	-105.830681
19420.257568	-106.754562
19420.930481	-107.298065
19421.603394	-106.448151
19422.276306	-105.611313
19422.949219	-105.874718
19423.622131	-105.285393
19424.295044	-105.576538
19424.967957	-106.526070
19425.640869	-106.981163
19426.313782	-106.697426
19426.986694	-107.034737
19427.659607	-107.046501
19428.332520	-106.666458
19429.005432	-106.343605
19429.678345	-107.024864
19430.351257	-106.554543
19431.024170	-106.160172
19431.697083	-106.920326
19432.369995	-107.705650
19433.042908	-108.102890
19433.715820	-107.066765
19434.388733	-106.665909
19435.061646	-106.134903
19435.734558	-106.252022
19436.407471	-106.032410
19437.080383	-105.919998
19437.753296	-106.142250
19438.426208	-106.355942
19439.099121	-106.212891
19439.772034	-106.561600
19440.444946	-106.221115
19441.117859	-105.768974
19441.790771	-106.248169
19442.463684	-106.473244
19443.136597	-107.041122
19443.809509	-107.502235
19444.482422	-107.571350
19445.155334	-106.784096
19445.828247	-106.073372
19446.501160	-106.196007
19447.174072	-107.346199
19447.846985	-108.197098
19448.519897	-107.471855
19449.192810	-107.258797
19449.865723	-107.314110
19450.538635	-106.436905
19451.211548	-106.615936
19451.884460	-106.916359
19452.557373	-107.564705
19453.230286	-107.368088
19453.903198	-107.995316
19454.576111	-108.096962
19455.249023	-107.117577
19455.921936	-106.830803
19456.594849	-107.472305
19457.267761	-106.024025
19457.940674	-105.689095
19458.613586	-106.004646
19459.286499	-105.754639
19459.959412	-106.026978
19460.632324	-106.249527
19461.305237	-106.514961
19461.978149	-106.463348
19462.651062	-106.450760
19463.323975	-107.170517
19463.996887	-106.890465
19464.669800	-106.146576
19465.342712	-106.163948
19466.015625	-107.259232
19466.688538	-106.931465
19467.361450	-106.519951
19468.034363	-106.753189
19468.707275	-106.568047
19469.380188	-105.971786
19470.053101	-105.499695
19470.726013	-105.538559
19471.398926	-105.615021
19472.071838	-105.881737
19472.744751	-106.650459
19473.417664	-107.386223
19474.090576	-107.746620
19474.763489	-107.979141
19475.436401	-108.194473
19476.109314	-108.350754
19476.782227	-108.247719
19477.455139	-108.520088
19478.128052	-107.880913
19478.800964	-108.039917
19479.473877	-108.095840
19480.146790	-107.416435
19480.819702	-105.462036
19481.492615	-104.862381
19482.165527	-105.956467
19482.838440	-107.012070
19483.511353	-106.485146
19484.184265	-106.323708
19484.857178	-107.266373
19485.530090	-107.682564
19486.203003	-107.205429
19486.875916	-107.874664
19487.548828	-107.262383
19488.221741	-107.597565
19488.894653	-108.504646
19489.567566	-107.428429
19490.240479	-106.525536
19490.913391	-106.958893
19491.586304	-107.170868
19492.259216	-106.923973
19492.932129	-107.207283
19493.605042	-106.874176
19494.277954	-106.856651
19494.950867	-106.079132
19495.623779	-105.635208
19496.296692	-106.640495
19496.969604	-107.411514
19497.642517	-107.741081
19498.315430	-108.095070
19498.988342	-107.893707
19499.661255	-107.192719
19500.334167	-107.258461
19501.007080	-107.721962
19501.679993	-108.180496
19502.352905	-108.306862
19503.025818	-107.179832
19503.698730	-106.230049
19504.371643	-106.141579
19505.044556	-106.936829
19505.717468	-107.219406
19506.390381	-106.247253
19507.063293	-105.963242
19507.736206	-106.706024
19508.409119	-106.463226
19509.082031	-106.117950
19509.754944	-105.465347
19510.427856	-104.612419
19511.100769	-104.884293
19511.773682	-105.393517
19512.446594	-105.750069
19513.119507	-105.746620
19513.792419	-106.330452
19514.465332	-106.076874
19515.138245	-105.073883
19515.811157	-104.838577
19516.484070	-106.032768
19517.156982	-106.443863
19517.829895	-106.946358
19518.502808	-109.008446
19519.175720	-108.054924
19519.848633	-107.445892
19520.521545	-106.456436
19521.194458	-105.440491
19521.867371	-105.036110
19522.540283	-105.394829
19523.213196	-106.395844
19523.886108	-106.297905
19524.559021	-106.653419
19525.231934	-107.006554
19525.904846	-107.104492
19526.577759	-107.007896
19527.250671	-106.524818
19527.923584	-106.498268
19528.596497	-107.557236
19529.269409	-106.754105
19529.942322	-106.348473
19530.615234	-106.409637
19531.288147	-106.421150
19531.961060	-107.431915
19532.633972	-107.972542
19533.306885	-108.815346
19533.979797	-109.517296
19534.652710	-108.257492
19535.325623	-108.724693
19535.998535	-108.456558
19536.671448	-107.800636
19537.344360	-107.283157
19538.017273	-107.644989
19538.690186	-106.736511
19539.363098	-106.706703
19540.036011	-107.745369
19540.708923	-107.109047
19541.381836	-107.619820
19542.054749	-108.890388
19542.727661	-108.029488
19543.400574	-107.364532
19544.073486	-106.430031
19544.746399	-106.476852
19545.419312	-107.781288
19546.092224	-107.611023
19546.765137	-107.267487
19547.438049	-107.298508
19548.110962	-106.130653
19548.783875	-105.007965
19549.456787	-105.352974
19550.129700	-106.490288
19550.802612	-107.197876
19551.475525	-106.783638
19552.148438	-106.878860
19552.821350	-106.756912
19553.494263	-106.936798
19554.167175	-106.999001
19554.840088	-106.464241
19555.513000	-106.161064
19556.185913	-106.133423
19556.858826	-106.119354
19557.531738	-105.722282
19558.204651	-106.152519
19558.877563	-107.350822
19559.550476	-107.556969
19560.223389	-106.220825
19560.896301	-105.728378
19561.569214	-106.880852
19562.242126	-106.845345
19562.915039	-106.941864
19563.587952	-107.563019
19564.260864	-107.913513
19564.933777	-107.784416
19565.606689	-108.422142
19566.279602	-107.824928
19566.952515	-106.314941
19567.625427	-106.620308
19568.298340	-107.160576
19568.971252	-107.828224
19569.644165	-107.063385
19570.317078	-106.437843
19570.989990	-105.981583
19571.662903	-106.445854
19572.335815	-107.332146
19573.008728	-108.702156
19573.681641	-108.573982
19574.354553	-107.967270
19575.027466	-107.409515
19575.700378	-107.580040
19576.373291	-106.689644
19577.046204	-106.847504
19577.719116	-107.386391
19578.392029	-107.361252
19579.064941	-107.000244
19579.737854	-106.519936
19580.410767	-106.002098
19581.083679	-106.902634
19581.756592	-107.643684
19582.429504	-107.626564
19583.102417	-105.865379
19583.775330	-105.566612
19584.448242	-106.515015
19585.121155	-106.666763
19585.794067	-106.064171
19586.466980	-105.480629
19587.139893	-105.881439
19587.812805	-106.712914
19588.485718	-106.890213
19589.158630	-106.545166
19589.831543	-106.938919
19590.504456	-107.379265
19591.177368	-108.659851
19591.850281	-108.590454
19592.523193	-106.780602
19593.196106	-106.736259
19593.869019	-108.301773
19594.541931	-107.723640
19595.214844	-107.501495
19595.887756	-108.342255
19596.560669	-109.287399
19597.233582	-108.116470
19597.906494	-106.739944
19598.579407	-107.026718
19599.252319	-107.741028
19599.925232	-107.692162
19600.598145	-107.137833
19601.271057	-108.200813
19601.943970	-108.639008
19602.616882	-108.385315
19603.289795	-107.906807
19603.962708	-106.690254
19604.635620	-106.329544
19605.308533	-107.504234
19605.981445	-108.054436
19606.654358	-107.008644
19607.327271	-106.516815
19608.000183	-106.462334
19608.673096	-106.702896
19609.346008	-107.042412
19610.018921	-106.542358
19610.691833	-105.577103
19611.364746	-106.070030
19612.037659	-105.921394
19612.710571	-105.732208
19613.383484	-105.942673
19614.056396	-106.206398
19614.729309	-106.552589
19615.402222	-106.499336
19616.075134	-106.822632
19616.748047	-106.599724
19617.420959	-105.104996
19618.093872	-104.814217
19618.766785	-105.480568
19619.439697	-106.010170
19620.112610	-105.830055
19620.785522	-105.277275
19621.458435	-105.979256
19622.131348	-107.616051
19622.804260	-107.784966
19623.477173	-107.379845
19624.150085	-106.680412
19624.822998	-107.243294
19625.495911	-106.745377
19626.168823	-105.717651
19626.841736	-105.739502
19627.514648	-106.538284
19628.187561	-107.677238
19628.860474	-107.495224
19629.533386	-106.526627
19630.206299	-106.094673
19630.879211	-105.645729
19631.552124	-105.038406
19632.225037	-105.255196
19632.897949	-106.510002
19633.570862	-106.767014
19634.243774	-106.684799
19634.916687	-106.747177
19635.589600	-105.473801
19636.262512	-106.094788
19636.935425	-107.517761
19637.608337	-106.783623
19638.281250	-107.839653
19638.954163	-107.264267
19639.627075	-106.845840
19640.299988	-105.919998
19640.972900	-106.162231
19641.645813	-105.824394
19642.318726	-105.641212
19642.991638	-106.668556
19643.664551	-107.622597
19644.337463	-107.318893
19645.010376	-106.417847
19645.683289	-106.494980
19646.356201	-106.208138
19647.029114	-106.030312
19647.702026	-106.732803
19648.374939	-107.015450
19649.047852	-106.074013
19649.720764	-105.895493
19650.393677	-106.773117
19651.066589	-106.900665
19651.739502	-106.203773
19652.412415	-105.373665
19653.085327	-105.787750
19653.758240	-106.030464
19654.431152	-106.871758
19655.104065	-106.854164
19655.776978	-106.411385
19656.449890	-106.473808
19657.122803	-105.919815
19657.795715	-106.565056
19658.468628	-107.830101
19659.141541	-107.562675
19659.814453	-107.424255
19660.487366	-107.114876
19661.160278	-107.060104
19661.833191	-108.734360
19662.506104	-108.163338
19663.179016	-106.353828
19663.851929	-106.513252
19664.524841	-106.117523
19665.197754	-105.504990
19665.870667	-105.073372
19666.543579	-105.242455
19667.216492	-105.950447
19667.889404	-106.687813
19668.562317	-108.072998
19669.235229	-108.343880
19669.908142	-107.280136
19670.581055	-106.579643
19671.253967	-105.827888
19671.926880	-106.103096
19672.599792	-107.132149
19673.272705	-107.488480
19673.945618	-106.201965
19674.618530	-105.572876
19675.291443	-106.162148
19675.964355	-106.064247
19676.637268	-106.204132
19677.310181	-106.918129
19677.983093	-107.452507
19678.656006	-106.027473
19679.328918	-105.741676
19680.001831	-106.130028
19680.674744	-106.978508
19681.347656	-107.498322
19682.020569	-108.851669
19682.693481	-107.964455
19683.366394	-106.365952
19684.039307	-105.552956
19684.712219	-106.074341
19685.385132	-107.478439
19686.058044	-108.732513
19686.730957	-107.240776
19687.403870	-106.226616
19688.076782	-107.304886
19688.749695	-108.629990
19689.422607	-107.891899
19690.095520	-108.131386
19690.768433	-109.181221
19691.441345	-109.348747
19692.114258	-109.304161
19692.787170	-108.492172
19693.460083	-108.019035
19694.132996	-107.894531
19694.805908	-107.476036
19695.478821	-107.760437
19696.151733	-107.809296
19696.824646	-107.931267
19697.497559	-108.655365
19698.170471	-108.287621
19698.843384	-108.561668
19699.516296	-108.414955
19700.189209	-107.391357
19700.862122	-106.481514
19701.535034	-105.874756
19702.207947	-106.382576
19702.880859	-106.509430
19703.553772	-106.631424
19704.226685	-106.462845
19704.899597	-106.648857
19705.572510	-107.251976
19706.245422	-106.561401
19706.918335	-106.356064
19707.591248	-106.553185
19708.264160	-106.086746
19708.937073	-106.190933
